"identifier";"title";"organization";"organization_name";"topic"
"7708234640-fouratwoaeightanineathree";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoaeightafiveazero";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaoneazeroasixathree";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeaoneafourafive";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок которых выявлены нарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneathreeazeroathree";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок, административных расследований в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneatwoasevenathree";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок, административных расследований, в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneanineathreeathree";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок, в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoasevenaoneaone";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок, в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoasixatwoafour";"Общее количество юридических лиц, индивидуальных предпринимателей, в ходе проведения проверок, в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneatwoatwoafive";"Общее количество юридических лиц, индивидуальных предпринимателей, осуществляющих деятельность на территории Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneathreeasevenasix";"Общее количество юридических лиц, индивидуальных предпринимателей, осуществляющих деятельность на территории Российской Федерации, соответствующего субъекта Российской Федерации, соответствующего муниципального образования, деятельность которых подлежит г";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneathreeazeroafour";"Общее количество юридических лиц, индивидуальных предпринимателей, осуществляющих деятельность на территории Российской Федерации, соответствующего субъекта Российской Федерации, соответствующего муниципального образования, деятельность которых подлежит г";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeasevenasixafour";"Общее количество юридических лиц, индивидуальных предпринимателей,в ходе проведения проверок в отношении которых выявлены правонарушения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenathreeafourasix";"Общее число вынесенных постановлений о наложении штрафных санкций за нарушения норм и правил торговли на розничных рынках";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenafiveaoneatwo";"Общее число классов и классов-комплектов";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenaeightazeroanine";"Общее число мест в зрительных залах театров Минкультуры России";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightaoneanineaseven";"Общее число мест в зрительных залах театров, не относящихся к сфере ведения Минкультуры России";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenathreeafouranine";"Общее число наложенных административных штрафов (полномочными органами) за нарушения норм и правил торговли";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenathreeazeroanine";"Общее число наложенных территориальными органами Роспотребнадзора административных штрафов за нарушения, выявленные в детских и подростковых летних оздоровительных учреждениях";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenathreeatwoatwo";"Общее число объектов государственного санитарно-эпидемиологического надзора";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenafourasixanine";"Общее число организаций для детей-сирот и детей, оставшихся без попечения родителей";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenafourasevenatwo";"Общее число организаций дополнительного образования детей, объединений и научных обществ";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenathreeafiveazero";"Общее число проверок организаций, предприятий и индивидуальных предпринимателей, осуществляющих деятельность без образования юридического лица, в ходе которых выявлены нарушения норм и правил торговли";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightasixanineaeight";"Общее число созданных рабочих мест по группам организаций, на которых средняя численность работников увеличилась и по вновь созданным организациям, с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneafiveafouraeight";"Общие затраты на выполнение водохранных работ";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveathreeafiveazero";"Общий годовой тираж издания газет (поступивших за отчётный период) по субъектам РФ";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveathreeafourafour";"Общий годовой тираж издания газет (поступивших за отчётный период) по целевому назначению";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveathreeafiveatwo";"Общий годовой тираж издания журналов и других периодических изданий (поступивших за отчётный период) по субъектам РФ";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveathreeafourasix";"Общий годовой тираж издания журналов и других периодических изданий (поступивших за отчётный период) по целевому назначению";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeaeightaoneanineafive";"Общий запас древесины лесных насаждений на землях лесного фонда и землях иных категорий";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeanineafourasevenazero";"Общий имеющийся орбитально-частотный ресурс на отечественных космических аппаратах, работающих в пределах гарантийного срока активного существования";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeafiveanineatwo";"Общий оборот, включая оборот по исполненным фьючерсным контрактам";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeafiveanineathree";"Общий оборот, включая оборот по фьючерсным сделкам, заключенным в отчетном периоде";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightaoneafourathree";"Общий объем внешних заимствований кооперативов с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightaoneafourafour";"Общий объем внешних заимствований по кредитам банков с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafourazeroafour";"Общий объем государственных доходов в процентном отношении к валовому внутреннему продукту и в разбивке по источникам (17.1.1)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasevenatwoazero";"Общий объем заказов на поставку продукции в последующие периоды с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightasixathreeanine";"Общий объем максимальной мощности, указанный в заявках для технологического присоединения к объектам электросетевого хозяйства с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneafiveathreeafive";"Общий объем операций с использованием банковских карт";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightasixafouraone";"Общий объем присоединенной (максимальной) мощности по заключенным договорам на технологическое присоединение к электрическим сетям с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightasixafourathree";"Общий объем фактически присоединенной (максимальной) мощности к объектам электросетевого хозяйства с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenafourafiveathree";"Общий объем финансирования всех образовательных организаций, реализующих программы общего образования";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeanineafourasixanine";"Общий рабочий орбитально-частотный ресурс на отечественных космических аппаратах, МГц";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenaeightasevenasix";"Общий фонд газовых скважин";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenasevenanineafour";"Общий фонд музеев Минкультуры России";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightatwoazeroafour";"Общий фонд музеев, не относящихся к сфере ведения Минкультуры России";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasevenanineatwo";"Объем бытовых услуг населению (оперативные данные)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafourasevenazero";"Объем бытовых услуг населению с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoasevenatwoathree";"Объем выбросов вредных(загрязняющих) веществ в атмосферный воздух от автомобильного транспорта";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoasevenatwoatwo";"Объем выбросов вредных(загрязняющих) веществ в атмосферный воздух от железнодорожного транспорта";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafourafouraeight";"Объем выбросов парниковых газов (тонн CO 2-экв.) на единицу валового внутреннего продукта (в текущих ценах, млн. руб.) (9.4.1)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoafouraeightatwo";"Объем выпущенных кредитными организациями сберегательных (депозитных) сертификатов и облигаций";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafouraeightaeight";"Объем выручки (с учетом налогов и аналогичных обязательных платежей) от продажи товаров, продукции, работ, услуг по всем видам деятельности с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoasixafourafive";"Объем газа, подлежащий поставке по договорам";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineafiveafour";"Объем грантов, выданных физическим и юридическим лицам";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeafouranineafour";"Объем ежегодно возобновляемых водных ресурсов";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenaeightafouraeight";"Объем заготовленной древесины";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasixaeightazero";"Объем запасов некультивируемых видов водных биологических ресурсов на конец года";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasixaeightaone";"Объем запасов некультивируемых видов водных биологических ресурсов на начало года";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeaeightasevenazeroaeight";"Объем зарегистрированных за отчетный период выпусков (дополнительных выпусков) корпоративных эмисионных ценных бумаг (за исключением выпусков эмиссионных ценных бумаг Центрального банка Российской Федерации, выпусков эмиссионных ценных бумаг кредитных орг";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourafiveafiveaoneanine";"Объем информации, переданной от/к абонентам при доступе в Интернет (кроме сетей подвижной связи)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourafiveafiveatwoaone";"Объем информации, переданной от/к абонентам сетей подвижной связи при доступе в Интернет";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeasixatwoafour";"Объем исполненных фьючерсных контрактов";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeasixazeroafour";"Объем исполненных фьючерсных контрактов в натуральном выражении";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeanineatwoathreeathree";"Объем междупортовых перевозок грузов морским транспортом (отправлено, прибыло грузов)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourafourasixazeroanine";"Объем налоговых и неналоговых доходов консолидированного бюджета субъекта Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafourafiveasixazero";"Объем оборотного и повторно-последовательного водоснабжения";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafourathreeazero";"Объем обязательств и выплат в рамках инициативы «Помощь в торговле»(8.а.1)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafiveathree";"Объем оказанной амбулаторной медицинской помощи в расчете на одного жителя";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafiveaone";"Объем оказанной медицинской помощи в дневных стационарах всех типов в расчете на одного жителя";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafiveatwo";"Объем оказанной скорой медицинской помощи в расчете на одного жителя";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafiveafour";"Объем оказанной стационарной медицинской помощи в расчете на одного жителя";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneafourafiveazero";"Объем операций с физическими лицами по покупке и продаже наличной иностранной валюты уполномоченными банками и их филиалами (в долларовом эквиваленте по всем видам валют)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneatwoafiveaeight";"Объем оставленных в недрах полезных ископаемых";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineaeightaeight";"Объем отгруженной продукции, выполненных работ, оказанных услуг предприятиями стран СНГ (в ценах реализации) c 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafourasixafour";"Объем отгруженных товаров собственного производства, выполненных работ и услуг собственными силами по «чистым» видам деятельности с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneanineatwoaone";"Объем отпущенной электроэнергии распределительными сетевыми организациями отдельным категориям потребителей";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaoneafourasevenanine";"Объем перевозок грузов в акватории Северного морского пути";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasixasevenatwo";"Объем перевозок грузов на внутреннем водном транспорте";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasixasevenaone";"Объем перевозок грузов на морском транспорте.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveazeroathreeasix";"Объем переработки грузов в морских портах";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveazeroathreeafive";"Объем переработки грузов на внутреннем водном транспорте";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeafourafourathree";"Объем платежей в бюджетную систему Российской Федерации от использования лесов, расположенных на землях лесного фонда, в расчете на гектар земель лесного фонда";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenasevenaeightaeight";"Объем платных услуг населению (оперативные данные), с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafourasixaseven";"Объем платных услуг населению с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneanineaoneanine";"Объем полезного отпуска электрической энергии";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoasixafourafour";"Объем поставок газа";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoathreeathreeatwo";"Объем потребности в финансовых средствах на восстановление техники";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightaoneafouraseven";"Объем представленных займов с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenanineasixanine";"Объем привлеченных средств от продажи облигаций Банка России";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeafiveanineanine";"Объем проданных фьючерсных контрактов";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeasevenafourafiveaone";"Объем просроченной задолженности по заработной плате";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeanineatwoafouraone";"Объем просроченной кредиторской задолженности государственных (муниципальных) учреждений";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoanineatwoatwo";"Объем прямых иностранных инвестиций в расчете на 1 жителя субъекта Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenaeightaoneafour";"Объем работ, выполненных собственными силами, включая работы, выполненные хозспособом (уточненные данные)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenaeightaoneatwo";"Объем работ, выполненных собственными силами, включая работы, выполненные хозспособом, по полному кругу строительных организаций";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafouratwo";"Объем расходов на оказание амбулаторной медицинской помощи в рамках территориальной программы государственных гарантий оказания бесплатной медицинской помощи гражданам Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafourazero";"Объем расходов на оказание медицинской помощи в дневных стационарах всех типов в рамках территориальной программы государственных гарантий оказания бесплатной медицинской помощи гражданам Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafourathree";"Объем расходов на оказание скорой медицинской помощи в рамках территориальной программы государственных гарантий оказания бесплатной медицинской помощи гражданам Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouraoneasixafouraone";"Объем расходов на оказание стационарной медицинской помощи в рамках территориальной программы государственных гарантий оказания бесплатной медицинской помощи гражданам Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafourafiveafiveanine";"Объем сброса сточных вод";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeafouranineathree";"Объем среднемноголетнего речного стока";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoathreeasevenathree";"Объем средств государственной поддержки в рамках программ и мероприятий по развитию сельского хозяйства";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightazeroafouranine";"Объем средств федерального бюджета, направленных на поддержку градообразующей организации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightatwoaeightaseven";"Объем средств федерального бюджета, направленных на поддержку градообразующей организации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenaeightanineaeight";"Объем средств федерального бюджета, направленных на поддержку градообразующей организации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenaeightasevenanine";"Объем средств федерального бюджета, направленных на поддержку градообразующей организации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeathreeaeightafouraeight";"Объем средств, предусмотренных на предоставление социальной поддержки гражданам, выплаченных в денежной форме (через банковские счета в банках, организации связи или иным способом)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoathreeathreeasix";"Объем топлива, поступившего в сельскохозяйственные организации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeaeightasevenaoneazero";"Объем торгов на фондовых биржах";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeanineasixaeightafour";"Объем услуг - аудит за отчетный год";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeanineasixaeightafive";"Объем услуг - всего за отчетный год";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeasevenanineathree";"Объем услуг почтовой связи в расчете на 1-го жителя";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveafiveatwoafiveanine";"Объем финансирования государственных научных фондов";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineafourafive";"Объем финансирования молодежной политики из бюджета органов местного самоуправления";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineafourasix";"Объем финансирования молодежной политики из бюджета субъекта Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineafouraeight";"Объем финансирования молодежных форумов из средств бюджетов субъектов Российской Федерации";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineafouraseven";"Объем финансирования молодежных форумов из средств органов бюджетов местного самоуправления";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourafouratwoasixatwo";"Объем финансирования образовательных организаций высшего образования";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourafouratwoasevenaseven";"Объем финансирования профессиональных образовательных организаций, осуществляющих подготовку специалистов среднего звена";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeaeightazeroatwoathree";"Объемная активность стронция-90 в приземном слое атмосферы";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeaeightazeroatwoafour";"Объемная активность цезия-137 в приземном слое атмосферы";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoafouraeightazero";"Объемы обязательств и требований кредитных организаций по срочным сделкам";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-threeafiveazeroafouranine";"Объемы региональных и межрегиональных перевозок грузов и пассажиров внутренним водным транспортом";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenafiveazeroaone";"Объемы средств консолидированных бюджетов субъектов Российской Федерации, предусмотренные на реализацию ФЦП (подпрограммы) на отчетный год (c I квартала по III квартал 2016 г.)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightazeroaoneafive";"Объемы средств консолидированных бюджетов субъектов Российской Федерации, предусмотренные на реализацию ФЦП (подпрограммы) на отчетный год (с IV квартала 2016 г.)";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeaeightasixaseven";"Одногодичная летальность больных со злокачественными новообразованиями";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fourathreeasevenazeroazero";"Ожидаемая продолжительность жизни при рождении";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveafiveathreeaeightasix";"Ожидаемая продолжительность жизни при рождении";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightafiveasevenaeight";"Оказано услуг по переработке неоплачиваемого (давальческого) сырья с 2017 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoafourasixatwo";"Операционные кассы вне кассового узла кредитных организаций";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fouratwoafourasixafour";"Операционные офисы кредитных организаций";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenafourathreeafive";"Оплата труда и смешанные доходы, не наблюдаемые прямыми статистическими методами, в соответствии с методологией СНС 1993";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenafourathreeasix";"Оплата труда и смешанные доходы, не наблюдаемые прямыми статистическими методами, рассчитанные на основе баланса";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveasevenanineasevenanine";"Оплата труда и страховые взносы в государственные внебюджетные фонды за 2016 г.";"7708234640";"Федеральная служба государственной статистики";"Government"
"7708234640-fiveaeightaoneatwoatwo";"Оплата труда наемных работников";"7708234640";"Федеральная служба государственной статистики";"Government"
